공모전명,포스터,주최,주관,접수기간,분야,응모대상,시상내역
2024년 1분기 공감글판 글귀 공모,/data/poster/2402/509180.jpg?v=1706832595,은뜨락도서관,은뜨락도서관,24.02.01 ~ 24.02.05,문학·학술·공학,제한없음,소정의 기념품
초대 조선교구장 브뤼기에르 주교 주제어 · 독후감 공모전,/data/poster/2402/509181.jpg?v=1706832916,천주교서울대교구 순교자현양위원회,천주교서울대교구 순교자현양위원회,24.01.28 ~ 24.04.28,문학·학술·공학,"일반인, 대학생, 대학원생, 초등학생, 중학생, 고등학생","주제어 분야 : 우수상 50만원, 장려상 10만원 / 독후감 분야 : 우수상 100만원, 장려상 20만원"
다음 항목에 오류가 있습니다.,,,,,,,
다음 항목에 오류가 있습니다.,,,,,,,
다음 항목에 오류가 있습니다.,,,,,,,
2024 서리풀 아동·청소년 축제 기획단 유스터즈 2기 모집,/data/poster/2402/509185.jpg?v=1706833710,서초구,서초유스센터X방배유스센터,24.01.30 ~ 24.02.21,서포터즈·기자단·마케터,"대학생, 중학생, 고등학생","축제 기획 역량 강화 프로그램 제공, 봉사활동 시간 지급 外"
아트엠콘서트 클래식 음악 쇼츠/릴스 콘텐츠 아이디어 공모전,/data/poster/2402/509186.jpg?v=1707118693,㈜아트엠플러스,㈜아트엠플러스,24.01.31 ~ 24.02.15,아이디어·창업·네이밍,제한없음,"1등(1명) 현금 100만원, 2등(5명) 현대약품 랩클 6종 세트 상품"
2024년 청년커뮤니티 지원 '청년의 숲' 모집,/data/poster/2402/509187.jpg?v=1706833895,대전청년내일센터,대전청년내일센터,24.02.01 ~ 24.02.20,기타(캠프/강연 등),"일반인, 대학생, 대학원생","나눔숲 10팀 : 각 300만원 지원, 소통숲 15팀 : 각 200만원 지원 外"
WATERSTONE 그린리더 9기 모집,/data/poster/2402/509188.png?v=1706834114,동아에스티,동아에스티,24.02.01 ~ 24.02.12,봉사활동,대학생,우수 활동자 동아ST ESG운영팀 인턴 선발 기회 제공 外
대학생 홍보단 <매헌 서포터즈> 3기 모집,/data/poster/2402/509189.png?v=1706834085,매헌윤봉길의사기념관,,24.02.01 ~ 24.02.18,서포터즈·기자단·마케터,대학생,"매월 활동비 지급, 활동 종료 시 수료증 발급 및 우수활동자 포상금 시상 外"
2024 남북통합문화센터 자원봉사단 3기 모집,/data/poster/2402/509190.jpg?v=1706834315,통일부 남북통합문화센터,(사)나눔세상휴먼플러스,24.02.01 ~ 24.02.23,봉사활동,제한없음,"식사 및 다과, 기념품, 1365시간인증"
2024년 서울유스호스텔 청소년자치활동 참가자 모집,/data/poster/2402/509191.jpg?v=1706836549,시립서울유스호스텔,시립서울유스호스텔,24.01.20 ~ 24.02.12,서포터즈·기자단·마케터,"대학생, 초등학생, 중학생, 고등학생","위촉장 및 인준장 발급, 활동 간식과 전용 공간 제공, 청소년 국제 교류 프로그램 참가 기회 제공"
초록우산 경기지역본부 자립활동가 '청자기' 4기 모집,/data/poster/2402/509192.jpg?v=1706836822,초록우산,초록우산,24.02.01 ~ 24.02.29,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생",고운세상코스메틱 장학금 200만원 지원 外
2024 부평 미래발전 정책제안 공모,/data/poster/2402/509193.webp?v=1706837181,인천광역시 부평구,인천광역시 부평구,24.02.01 ~ 24.02.29,아이디어·창업·네이밍,제한없음,최우수상(1명) : 상장 및 상금 150만원 外
2024 청소년 자원봉사 학습지원 '프로젝트 리더' 교육생 모집,/data/poster/2402/509194.png?v=1706838611,(사)대전광역시자원봉사센터,(사)대전광역시자원봉사센터,24.02.01 ~ 24.02.23,기타(캠프/강연 등),"일반인, 대학생, 대학원생",활동비 지원 外
다음 항목에 오류가 있습니다.,,,,,,,
제1회 안동문화상 공모전 (미술 / 문학),/data/poster/2402/509196.jpg?v=1706840132,재단법인 한국정신문화재단,안동문화상 운영위원회,24.02.01 ~ 24.06.30,디자인·그림·웹툰,제한없음,"부문별 대상 1,000만원 상금"
굿네이버스와 함께하는 DGB Hi-us 대학생 서포터즈 모집,/data/poster/2402/509197.png?v=1715316174,굿네이버스 서울지역본부,굿네이버스 서울지역본부,24.02.05 ~ 24.02.18,서포터즈·기자단·마케터,대학생,VMS 봉사시간 등록 및 수료증 발급
다음 항목에 오류가 있습니다.,,,,,,,
청년주도형 자살예방사업 기획·참여단 '청년공작단 2기' 모집,/data/poster/2402/509199.png?v=1706846906,고양시자살예방센터,고양시자살예방센터,24.02.01 ~ 24.02.20,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","자원봉사 활동시간 부여, 우수공작단 표창, 생명지킴이 교육 참여 및 이수증 발급"
슈가커플 - 부산시민공원 빛축제 쇼츠 댓글 이벤트,/data/poster/2402/509200.png?v=1706842926,비짓부산,비짓부산,24.02.01 ~ 24.02.14,,,태종대 자동차 극장 티켓 (3명) / 다누비 열차 쿠폰북 (3명) / 스타벅스 카페 아메리카노 tall 10명 *1아이디 (1인) 1경품
2024년 안성시 SNS 시민기자단 모집,/data/poster/2402/509201.png?v=1706847513,안성시,안성시,24.01.29 ~ 24.02.14,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","채택된 콘텐츠에 대해 활동비 지원(취재활동비, 소통활동비, 인센티브 등) 外"
스마트도시 상주 아이디어 공모전,/data/poster/2402/509202.jpg?v=1706847787,상주시,상주시,24.01.29 ~ 24.02.28,아이디어·창업·네이밍,제한없음,"최우수상(1) 100만원, 우수상(1) 50만원, 장려상(2) 각 30만원"
증평군 도시브랜드 네이밍 공모전,/data/poster/2402/509203.png?v=1708330727,증평군,증평군,24.02.01 ~ 24.05.31,아이디어·창업·네이밍,"일반인, 기타 (증평군 직원 및 증평 군민)","금상 : 상금 30만원, 은상 : 상금 20만원 外"
2024 부천시 SNS 서포터즈 모집,/data/poster/2402/509204.jpg?v=1706848544,부천시,부천시,24.01.24 ~ 24.02.16,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생, 기타 (18세 이상 부천시민 또는 부천소재 직장인, 학생)",소정의 제작비 지급
다음 항목에 오류가 있습니다.,,,,,,,
2024 국세청 톡톡어린이 기자단 모집,/data/poster/2402/509206.jpg?v=1706849109,국세청,국세청,24.01.25 ~ 24.03.15,서포터즈·기자단·마케터,초등학생,"기본 취재활동비 매월 지급(세금 콘텐츠 제작 시), 국세청 어린이 기자증, 위촉장 수여 外"
2024 광주예술의전당 시민기자단 2기 모집,/data/poster/2402/509207.jpg?v=1706849383,광주예술의전당,광주예술의전당,24.02.01 ~ 24.02.14,서포터즈·기자단·마케터,제한없음,"소정의 원고료 지급(분야 및 게시 여부 기준에 따라 지급), 우수 기자 특별부상 외"
2024 국제인도법 석·박사/대학(원)생 논문지원사업 공모,/data/poster/2402/509208.jpg?v=1706849697,대한적십자사,대한적십자사,24.01.18 ~ 24.04.30,문학·학술·공학,"일반인, 대학생, 대학원생","석·박사 과정: 총 5편 지원(1편당 200만원), 대학생 과정: 총 5편 지원(1편당 50만원)"
산청군 인구·청년 정책 아이디어 공모,/data/poster/2402/509209.png?v=1706850041,산청군,산청군,24.01.22 ~ 24.02.12,아이디어·창업·네이밍,제한없음,"최우수(1명) : 포상금 100만원, 우수(1명) : 포상금 50만원 外"
다음 항목에 오류가 있습니다.,,,,,,,
Xbox 대학생 앰배서더 7기 모집,/data/poster/2402/509211.png?v=1706850395,넥스트젠엠앤씨,,24.01.29 ~ 24.02.11,서포터즈·기자단·마케터,대학생,Xbox Series S 증정 (앰배서더 수료 시) 外
미니인턴X인터갤러틱 취미 클래스 플랫폼 '로클' 마케팅 방안 및 전략 개발 참여자 모집,/data/poster/2402/509212.jpg?v=1706853984,(주)오픈놀,(주)오픈놀,24.02.02 ~ 24.02.12,서포터즈·기자단·마케터,"일반인, 대학생","N년차 전/현직자의 중간피드백 무료 제공, 수료 시 참여 기업명의 수료증 발급 外"
커리어투어 <나다움을 찾는 순간 ‘모먼트 3기’> 참여자 모집,/data/poster/2402/509213.jpg?v=1706854254,커리어투어,커리어투어,24.02.02 ~ 24.02.16,기타(캠프/강연 등),"일반인, 대학생, 대학원생, 고등학생","수료증 발급, 탐구여행 활동비 지원 外"
피렌체 웹툰 공모전(BIPA x Accademia Nemo),/data/poster/2402/509214.jpg?v=1706854783,부산정보산업진흥원 X 아카데미 네모,,24.01.29 ~ 24.02.23,디자인·그림·웹툰,"일반인, 기타 (부산경남만화가연대 소속 또는 부산지역 출신, 거주 웹툰 작가)","대상(1개) : 2500유로(3,500,000원 상당), 우수상(3개) : 작품당 1,000,000원 外"
스마트국토엑스포 새 명칭 공모전,/data/poster/2402/509215.jpg?v=1706862050,국토교통부,스마트국토엑스포 사무국,24.02.05 ~ 24.02.18,아이디어·창업·네이밍,제한없음,상금 총 180만 원
다음 항목에 오류가 있습니다.,,,,,,,
자생한방병원 서포터즈 1기 모집,/data/poster/2402/509217.jpg?v=1706860592,자생한방병원,(주)제이에스디원,24.02.05 ~ 24.02.23,서포터즈·기자단·마케터,제한없음,"우수활동포상, 스튜디오 프로필 촬영, 자생 행사 참여 기회제공 外"
2024년 꾸미청소년문화의집 후기청소년 서포터즈 꾸미피아 모집,/data/poster/2402/509218.png?v=1706862023,꾸미청소년문화의집,꾸미청소년문화의집,24.02.01 ~ 24.02.29,서포터즈·기자단·마케터,"대학생, 대학원생","전문교육, 봉사시간 지급, 활동 수료증 발급, 우수 활동자 시상"
다음 항목에 오류가 있습니다.,,,,,,,
경주 남산 열암곡 부처님 바로 모시기 문학작품 전국 공모전,/data/poster/2402/509220.png?v=1706863027,대한불교조계종 총무원,대한불교조계종 총무원 문화부·미래본부,24.01.22 ~ 24.03.29,문학·학술·공학,"일반인, 대학생, 대학원생, 중학생, 고등학생","총 상금 3,150만원"
한국교통연구원 온라인 서포터즈 모집,/data/poster/2402/509221.jpg?v=1706863569,한국교통연구원,한국교통연구원,24.02.05 ~ 24.02.16,서포터즈·기자단·마케터,제한없음,"월별 소정의 원고료 및 활동 완료 시 활동증서 지급, 서포터즈 활동 참여 우수자 선정 및 포상 外"
2024 CGN 콘텐츠 기획안 공모전,/data/poster/2402/509222.jpg?v=1706863825,CGN,CGN,24.01.31 ~ 24.02.25,아이디어·창업·네이밍,제한없음,"대상(1명) : 상금 300만원, 최우수상(1명) : 상금 100만원 外"
(기간연장)성대모사 콘텐츠 어워드 2024,/data/poster/2402/509223.png?v=1709082054,(주)웨이브덱,(주)웨이브덱,24.01.31 ~ 24.03.17,"기타(예체능, e스포츠 등)","일반인, 대학생, 대학원생, 중학생, 고등학생","iPad Pro(아이패드 프로 11형),  SHURE MV7(슈어 MV7 팟캐스트 마이크) 外"
한국법무보호복지공단 인천지부 대학생위원회 하람 6기 모집,/data/poster/2402/509224.jpeg?v=1707096544,한국법무보호복지공단 인천지부,한국법무보호복지공단 인천지부,24.02.03 ~ 24.02.21,서포터즈·기자단·마케터,대학생,"활동내역에 따른 소정의 활동비, 멘토링 참여시 봉사시간 (1365) 外"
글로벌 유기농 스킨케어 화장품 브랜드 URANG 앰배서더 11기 모집,/data/poster/2402/509225.jpg?v=1707092049,주식회사 진사에프엔비 (유랑),주식회사 진사에프엔비 (유랑),24.01.31 ~ 24.02.12,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생, 주부 및 영유아","제품체험, 행사참석 및 선물"
다음 항목에 오류가 있습니다.,,,,,,,
2024 타악페스타 '두드리' 참여 단체 모집,/data/poster/2402/509227.jpg?v=1707092389,울산쇠부리축제 추진위원회,울산쇠부리축제 추진위원회,24.02.02 ~ 24.03.22,"기타(예체능, e스포츠 등)",제한없음,"총상금 2,820만원"
중원청소년수련관 청소년운영위원회 은가비 모집,/data/poster/2402/509228.jpg?v=1707092513,성남시 청소년재단 중원청소년수련관,성남시 청소년재단 중원청소년수련관,24.02.03 ~ 24.02.23,봉사활동,"대학생, 중학생, 고등학생","VMS 봉사시간 (*기획, 봉사 등 기준에 맞는 활동시), 지역사회참여 및 정책 관련 대외활동 外"
다음 항목에 오류가 있습니다.,,,,,,,
"인천광역시계양구시설관리공단 2024 청년서포터즈 ""두 잇 클럽"" 2기 모집",/data/poster/2402/509230.jpg?v=1707092747,인천광역시계양구시설관리공단,계양청소년문화의집,24.02.03 ~ 24.02.29,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","서포터즈 위촉장 수여, 자원봉사시간 및 봉사활동 확인서 발급, 수료증 발급 外"
병원학교 교육봉사 연합동아리 '키즈유나이티드' 2024년도 상반기 신입 모집,/data/poster/2402/509231.jpg?v=1707092876,키즈유나이티드,키즈유나이티드,24.01.11 ~ 24.02.05,봉사활동,"대학생, 대학원생",봉사활동 확인서(6개월이상 활동 지속 시)
대학생운영위원회 IMT 19기 모집,/data/poster/2402/509232.jpg?v=1707093067,시립망우청소년센터,시립망우청소년센터,24.02.03 ~ 24.06.30,서포터즈·기자단·마케터,"대학생, 대학원생","수료증, 봉사시간(교육, 재능기부) 지급"
전시기획동아리 ART-크루 청년 모집,/data/poster/2402/509233.jpg?v=1707093201,서초구,방배아트유스센터,24.02.03 ~ 24.02.26,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생",기관장 명의의 수료증 발급 外
다음 항목에 오류가 있습니다.,,,,,,,
신한 커리어업 Intern10 교육PM 프로그램 참여자 모집,/data/poster/2402/509235.png?v=1707093541,신한 커리어업 운영사/마이온컴퍼니,신한 커리어업 운영사/마이온컴퍼니,24.01.31 ~ 24.02.05,체험단·모니터링·인턴십,"일반인, 대학생, 대학원생","최상의 오피스 환경, 교육비 전액 지원, 무료 직무강의 外"
다음 항목에 오류가 있습니다.,,,,,,,
2024 <올해의 좋은 드라마> 시청자 평가단 모집,/data/poster/2402/509237.png?v=1707093696,청주시문화산업진흥재단,김수현드라마아트홀,24.02.01 ~ 24.02.16,체험단·모니터링·인턴십,제한없음,소정의 원고료 및 회의참석비 외
삼성소리샘복지관 2024 코다아동멘토링 멘토 봉사자 모집,/data/poster/2402/509238.jpg?v=1707094080,삼성소리샘복지관,삼성소리샘복지관,24.02.01 ~ 24.02.18,봉사활동,"일반인, 대학생, 대학원생",봉사활동비 지급 / vms 시간입력 / 활동인증서 및 우수멘토 표창
2024년 농심 전통굿즈 개발 지원사업,/data/poster/2402/509239.jpg?v=1707091700,와이비에스에듀 사회적협동조합,와이비에스에듀 사회적협동조합,24.02.01 ~ 24.02.16,기타(캠프/강연 등),기타 (국가무형유산 이수자),"전통굿즈 아이디어의 구체화를 위한 활동비 제공, 상품 판매에 따른 일정 후원금 지원 外"
대구북부아동보호전문기관 2024 아동학대예방서포터즈 2기 모집,/data/poster/2402/509240.jpg?v=1707091867,대구북부아동보호전문기관,대구북부아동보호전문기관,24.02.01 ~ 24.02.21,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","VMS 자원봉사활동 인정, 아동학대예방서포터즈 위촉장 및 수료증 수여 外"
메타버스 창작 콘테스트 “부산의 주인을 찾습니다 - 해운대구 편 -”,/data/poster/2402/509241.png?v=1707094365,데이터킹(주),데이터킹(주),24.02.05 ~ 24.02.23,아이디어·창업·네이밍,제한없음,"헥사월드 부산시티 12개월 임대권, 헥사월드 한정판 아이템 1종 증정"
ESG 이ⓔ-디어톤 참가자 모집,/data/poster/2402/509242.jpg?v=1707094575,한국대학사회봉사협의회,한국대학사회봉사협의회,24.01.29 ~ 24.02.14,아이디어·창업·네이밍,"일반인, 대학생, 대학원생","최우수 1팀 지속개발 지원금 1,000,000원 外"
