대외활동명,포스터,주최,주관,접수기간,분야,응모대상,혜택
한국산업인력공단 국비지원 K-move 기업맞춤형 품질공정관리 엔지니어 양성과정 10기,/data/poster/2303/494574.jpg?v=1679892855,산업인력공단,ICN Group,23.03.27 ~ 23.06.26,기타(캠프/강연 등),"일반인, 대학생, 대학원생",미국 유급 인턴십 참여
2023년도 공연예술창작산실 올해의신작 실연심의 음악 분야 관객평가단 모집,/data/poster/2303/494575.jpg?v=1679892957,한국문화예술위원회,한국문화예술위원회,23.03.30 ~ 23.04.13,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","사례비는 일별 2만원이 지급되며, 해당 분야 실연심의 전일 참여 이후 일괄 지급됩니다.​"
한국산업인력공단 국비지원 K-move 글로벌 청년 인재개발 미국취업연수과정 5기,/data/poster/2303/494576.jpg?v=1679893112,한국산업인력공단,ICN Group,23.03.27 ~ 23.06.30,체험단·모니터링·인턴십,"일반인, 대학생, 대학원생",미국 유급 인턴십 참여
제6회 허스토리 기획전시 공모전,/data/poster/2303/494577.jpg?v=1679893477,광주여성가족재단,광주여성가족재단,23.03.24 ~ 23.04.20,"기타(예체능, e스포츠 등)",기타,"1,500만원 상당의 창‧제작비"
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
부산 맥도그린시티 아이디어 공모전,/data/poster/2303/494579.JPG?v=1679893536,"부산광역시, 한국도시설계학회",한국도시설계학회,23.03.27 ~ 23.06.22,아이디어·창업·네이밍,제한없음,대상 상금 500만원 外
고양시 청년주도형 자살예방 인식개선 프로젝트 '청년공작단' 모집,/data/poster/2303/494580.png?v=1679894425,고양시자살예방센터,고양시자살예방센터,23.03.27 ~ 23.04.14,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생, 기타",개별 활동비 및 프로그램비 지원
제17회 전국기술사대회 영상공모전,/data/poster/2303/494581.jpg?v=1679894296,한국기술사회,한국기술사회,23.03.15 ~ 23.04.26,사진·영상,기타,"대상(2) : 과학기술부장관상, 상금 각 200만원, 대회세션발표 外"
2023 시흥산업진흥원 2기 청년 서포터즈 모집,/data/poster/2303/494582.jpg?v=1679894387,시흥산업진흥원,시흥산업진흥원,23.03.13 ~ 23.03.31,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생, 기타","서포터즈 위촉장 수여, 원고료 및 활동비 지급"
2023년 세종시 6차산업 창업 아이디어 공모전,/data/poster/2303/494583.png?v=1679894659,세종창조경제혁신센터,세종농촌융복합산업지원센터,23.03.24 ~ 23.04.07,아이디어·창업·네이밍,"일반인, 대학생, 대학원생",대상 1팀 500만원 外
대한민국청소년의회 사무국원(자원봉사형 인턴) 모집,/data/poster/2303/494584.png?v=1679895234,대한민국청소년의회,대한민국청소년의회,23.03.27 ~ 23.05.08,체험단·모니터링·인턴십,"일반인, 대학생, 대학원생",1년 임기 후에는 활동증명서와 경력증명서 발급 (실제로 진행한 실무 경험과 직무 내용을 기재 예정)  1365-Dovol 봉사시간 입력  기사 작성 업무시 기자증 발급  우수활동자 시상 (격려장학금)
2023 금천구 정책제안 공모,/data/poster/2303/494585.jpg?v=1679894948,금천구청,금천구청,23.03.20 ~ 23.04.10,아이디어·창업·네이밍,제한없음,최우수 100만 원 外
제1회 대한민국 미래세대 정책 아이디어 경진대회,/data/poster/2303/494586.jpg?v=1679895056,세상을 바꾸는 청년들,세상을 바꾸는 청년들,23.03.29 ~ 23.05.31,아이디어·창업·네이밍,"일반인, 대학생, 대학원생, 고등학생","국회의원상, 서울특별시의회 의장상 外"
산돌구름X뉴닉 개강모지 이벤트,/data/poster/2303/494587.png?v=1679896226,"산돌구름, 뉴닉","산돌구름, 뉴닉",23.03.02 ~ 23.03.31,Not found,,"산돌구름X뉴닉 개강 선물세트 (뉴닉 교양 기본기 3종 패키지, 치킨 기프티콘)"
투덥(2DUB) 더빙 클럽 리더 지원,/data/poster/2303/494588.png?v=1679975614,투덥(2DUB),투덥(2DUB),23.03.27 ~ 23.04.02,기타(캠프/강연 등),제한없음,투덥 유료 멤버십 및 네이버페이 10만원
해외 및 외국계기업 채용트렌드 취업 특강,/data/poster/2303/494589.jpg?v=1679898111,잡스인천,잡아이디어,23.03.27 ~ 23.04.03,기타(캠프/강연 등),제한없음,취업 특강 참여
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
궤도와 함께하는 과학 다시보기 청중 모집,/data/poster/2303/494591.png?v=1679898836,과학기술정보통신부,과학기술정보통신부,23.03.24 ~ 23.04.02,기타(캠프/강연 등),제한없음,참가비 무료
"자바, 클라우드 국비교육 4월 과정",/data/poster/2303/494592.jpg?v=1679899477,솔데스크,솔데스크,23.03.27 ~ 23.04.17,기타(캠프/강연 등),"일반인, 기타",무료교육 이수 후 정규직 취업
2023 봄 궁중문화축전 궁중 새내기 모집,/data/poster/2303/494593.jpg?v=1679897761,문화재청 궁능유적본부,한국문화재재단,23.03.24 ~ 23.04.06,기타(캠프/강연 등),"일반인, 대학생, 대학원생, 고등학생","사진촬영, 기념품, 간식 제공"
2023년도 튠업 뮤지션 24기 공모,/data/poster/2303/494594.jpg?v=1679897782,CJ문화재단,CJ문화재단,23.03.08 ~ 23.04.05,"기타(예체능, e스포츠 등)","일반인, 기타","앨범 제작 지원 1,500만원 정규 또는 EP 外"
2023 한국관광공사 경인지사 여행리포터 '가봄 5기' 모집,/data/poster/2303/494595.png?v=1679899648,한국관광공사 경인지사,한국관광공사 경인지사,23.03.27 ~ 23.04.09,서포터즈·기자단·마케터,"일반인, 대학생",위촉장 및 수료증 수여 / 교육 프로그램 및 멘토링 제공 外
2023년 아산시 시정발전 정책제안 공모전,/data/poster/2303/494596.JPG?v=1679898057,충청남도 아산시,충청남도 아산시,23.03.21 ~ 23.04.18,아이디어·창업·네이밍,제한없음,최우수 100만원 外
2023 서울생활문화센터 낙원 생애 첫 음원 만들기 1차 모집,/data/poster/2303/494597.png?v=1679898318,서울생활문화센터 낙원,서울생활문화센터 낙원,23.03.28 ~ 23.04.28,"기타(예체능, e스포츠 등)",제한없음,"음원발매 및 공간지원, 공연기회 등 생활음악 활동지원 外"
KISIA 2023년도 대학정보보호동아리 (KUCIS) 지원사업 참여동아리 모집,/data/poster/2303/494598.jpg?v=1685939279,KISIA 한국정보보호산업협회,과학기술정보통신부,23.03.27 ~ 23.04.12,서포터즈·기자단·마케터,"대학생, 대학원생","연구활동시 필요한 도서, 기자재, 온라인 교육 등을 위한 연구활동비 지원 外"
국제청년센터 부산지부 멘토-멘티 프로그램 '멘토' 모집,/data/poster/2303/494599.png?v=1679900088,국제청년센터,국제청년센터,23.03.27 ~ 23.04.29,봉사활동,대학생,"봉사증, 수료증 발급"
서울시 독성물질 중독관리센터 대학생 서포터즈 무독이 2기 모집,/data/poster/2303/494600.jpg?v=1679903983,서울시 독성물질 중독관리센터,서울시 독성물질 중독관리센터,23.03.27 ~ 23.04.05,서포터즈·기자단·마케터,"대학생, 대학원생","위촉장, 수료증 수여 外"
대교 D-WAVE 2023 오픈이노베이션 프로그램 참여기업 모집,/data/poster/2303/494601.png?v=1680677924,대교X서울창업허브 성수,대교X서울창업허브 성수,23.03.27 ~ 23.04.23,아이디어·창업·네이밍,일반인,팀별 최대 1억 1천만원의 협업 지원금 제공 外
2023년 포항시 청소년기자단 모집,/data/poster/2303/494602.jpg?v=1679900717,포항시청소년재단,포항시청소년재단,23.03.22 ~ 23.04.07,서포터즈·기자단·마케터,"중학생, 고등학생, 기타","청소년기자단 신분증 발급, 봉사활동시간 부여"
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
천안시 2023년도 대학생 안전보안관 모집,/data/poster/2303/494604.jpg?v=1679900970,천안시,천안시,23.03.27 ~ 23.04.14,서포터즈·기자단·마케터,"대학생, 기타",학생 대상 인센티브 제공을 위한 봉사활동 시간 인정 外
붕어빵 아이와 함께하는 2023년 김해시 가족사진 공모전,/data/poster/2303/494605.jpg?v=1679901377,김해시,김해시,23.04.03 ~ 23.04.27,사진·영상,제한없음,최우수상(1) : 100만원 外
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
광주시 스마트도시서비스 시민 아이디어 공모전,/data/poster/2303/494608.jpg?v=1679901718,광주시,광주시,23.03.24 ~ 23.04.14,아이디어·창업·네이밍,제한없음,최우수상 50만 원 상당의 온누리상품권 外
2023년도 상반기 시민 아이디어 공모전,/data/poster/2303/494609.png?v=1679901902,부천시,부천시,23.04.03 ~ 23.04.28,아이디어·창업·네이밍,제한없음,1등 100만원 外
2023 5·18기념재단 SNS 서포터즈 모집,/data/poster/2303/494610.jpg?v=1679901983,5·18기념재단,5·18기념재단,23.03.27 ~ 23.04.06,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","서포터즈 수료증 발급, 소정의 원고료 증정 外"
2023년 삼성증권 대학생 멤버십 12기 Young Creator 모집,/data/poster/2303/494611.jpg?v=1679904012,삼성증권,삼성증권,23.03.27 ~ 23.04.05,서포터즈·기자단·마케터,대학생,방학 중 실습(인턴십) 기회 부여 外
(추가모집) 부산여성가족개발원 위(Women)풍당당 링크사업 4기 멘티 모집,/data/poster/2303/494612.jpg?v=1681105910,부산광역시,부산여성가족개발원,23.03.08 ~ 23.04.19,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생, 기타","수료증 발급(역량강화 워크숍 및 분과별 워크숍(멘토링), 콘퍼런스에 80% 이상 출석) 外"
한국에너지공단 서울지역본부 제7기 '에너지 job go!' 모집,/data/poster/2303/494613.jpg?v=1679905050,한국에너지공단 서울지역본부,에코허브,23.03.27 ~ 23.04.14,체험단·모니터링·인턴십,"대학생, 고등학생",활동 기간 중 취업관련 자격증 취득비용 일부 지원(시험응시료) 外
Start-Up K-Shield Jr. 모집,/data/poster/2303/494614.png?v=1679968542,과학기술정보통신부,한국인터넷진흥원,23.03.27 ~ 23.04.21,기타(캠프/강연 등),"대학생, 대학원생",수료증 발급
한중일 청년교류 네트워크(TYEN) 프로젝트 공모전,/data/poster/2303/494615.png?v=1679904547,한중일3국협력사무국,한중일3국협력사무국,23.02.01 ~ 23.04.30,아이디어·창업·네이밍,제한없음,"5,000달러"
"(기간연장) 2023 물류, 수출입, 유통 실무 취업교육",/data/poster/2303/494616.png?v=1681779285,부산시x양정인력개발센터,부산시x양정인력개발센터,23.03.27 ~ 23.04.20,기타(캠프/강연 등),"일반인, 대학생",전액국비무료&훈련장려금 제공
제6회 노인 인권 사진공모전 '내가 만들어가는 노년',/data/poster/2303/494617.jpg?v=1679904282,전라남도서부노인보호전문기관,전라남도서부노인보호전문기관,23.03.20 ~ 23.05.19,사진·영상,제한없음,대상 상금 30만원 外
2023년 용인시 꿈이룸 학생기자단 모집,/data/poster/2303/494618.png?v=1679904452,용인시,용인시,23.03.24 ~ 23.04.14,서포터즈·기자단·마케터,중학생,제작된 기사 콘텐츠에 대한 모니터링 및 첨삭 지도 外
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
2023 희망달서 사진공모전,/data/poster/2303/494622.jpg?v=1679905210,대구광역시 달서구,달서구·한국사진작가협회 대구지회,23.04.24 ~ 23.06.05,사진·영상,제한없음,상장 및 상금 150만원 外
현풍닭칼국수 캐릭터 공모전,/data/poster/2303/494623.jpg?v=1679905371,(주)지앤씨신칼,현풍닭칼국수,23.04.01 ~ 23.05.01,디자인·그림·웹툰,제한없음,대상 100만원 外
WCE 2023 서포터즈 모집,/data/poster/2303/494624.jpg?v=1679906512,"산업통상자원부, 대한상공회의소, 한국에너지공단 등","산업통상자원부, 대한상공회의소, 한국에너지공단 등",23.03.27 ~ 23.04.17,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생",오프라인 발대식 참여 시 위촉장 및 기념품 증정 外
2023 장애인식개선 슬로건 공모전,/data/poster/2303/494625.jpg?v=1679905531,오산장애인종합복지관,오산장애인종합복지관,23.03.09 ~ 23.04.09,아이디어·창업·네이밍,기타,상장+10만원상당 부상 外
K-Camp 대구 4기 액셀러레이팅 참가기업 모집,/data/poster/2303/494626.jpg?v=1679906008,한국예탁결제원,와이앤아처 주식회사,23.03.27 ~ 23.04.17,Not found,,-
2023 대학생 87km 비치대장정 비치기자단 사전모집,/data/poster/2303/494627.png?v=1679963046,주식회사 스포넥트,주식회사 스포넥트,23.03.24 ~ 23.04.14,서포터즈·기자단·마케터,"대학생, 대학원생","비치기자단 기자증 및 활동증서 발급, 봉사활동시간 부여(36시간) 外"
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
'닮' 소셜 다이닝 1기 기획단원 모집,/data/poster/2303/494629.png?v=1679962435,닮,닮,23.03.24 ~ 23.04.07,기타(캠프/강연 등),"일반인, 대학생, 대학원생",소셜 다이닝 기획
실루엣 온라인 서포터즈 1기 모집,/data/poster/2303/494630.png?v=1679962540,실루엣코리아,실루엣코리아,23.03.27 ~ 23.04.07,서포터즈·기자단·마케터,대학생,"활동비 지급, 수료증 발급"
2023 경북 로컬 체인지업 사업 로컬 기획 전문인력 양성 아카데미,/data/poster/2303/494631.jpg?v=1679962735,경상북도,경북창조경제혁신센터,23.03.06 ~ 23.04.05,기타(캠프/강연 등),"일반인, 대학생, 대학원생",로컬 기획 전문인력 양성 아카데미 (로컬 기획 전문교육) 外
'Happy together 김천' 운동 로고송 공모전,/data/poster/2303/494632.jpg?v=1679962904,김천시,김천시,23.04.03 ~ 23.05.19,"기타(예체능, e스포츠 등)",제한없음,"최우수 200만원, 우수 100만원, 장려 50만원"
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
제15회 전국 세대공감 사랑과 효 공모전,/data/poster/2303/494634.PNG?v=1679962089,"과천시, 사단법인 한국효문화센터",(사)한국효뮨화센터,23.04.03 ~ 23.05.19,"기타(예체능, e스포츠 등)","초등학생, 중학생, 고등학생","입지대상, 대상, 금상, 은상, 동상, 장려상"
제8회 세계일보 UCC 사진 공모전,/data/poster/2303/494635.jpg?v=1679962393,세계일보,세계일보,23.03.27 ~ 23.06.23,사진·영상,제한없음,"부문별 시상 및 상금 총 1,500만원 外"
